Geneid	C_1	C_2	C_3	F_1	F_2	F_3	W_1	W_2	W_3
ENSG00000213585	5033	5666	4687	5930	5274	4757	9248	5701	5349
ENSG00000271737	8	8	9	4	9	7	16	11	12
ENSG00000271128	0	0	0	0	0	0	2	0	0
ENSG00000081059	7	11	9	8	5	17	6	9	8
ENSG00000113558	1674	1473	943	1366	1387	1296	2123	1333	1190
ENSG00000272772	0	0	0	0	0	0	0	0	0
ENSG00000113575	1329	1438	1063	1386	1309	1194	2138	1451	1138
ENSG00000273345	0	0	2	1	1	2	9	0	1
ENSG00000266751	0	0	0	0	0	0	0	0	0
ENSG00000270177	1	8	0	2	11	4	5	0	5
ENSG00000239615	0	0	0	0	0	0	0	0	0
ENSG00000006837	9	19	16	9	12	35	21	21	13
ENSG00000119048	544	613	473	613	624	557	791	599	438
ENSG00000279469	0	0	0	0	7	1	2	1	0
ENSG00000248559	8	8	8	10	10	4	3	5	3
ENSG00000237190	556	456	349	572	513	441	888	574	500
ENSG00000243648	0	0	0	0	0	0	0	0	0
ENSG00000250564	0	0	0	0	1	0	0	0	0
ENSG00000250994	0	0	2	6	3	2	3	1	1
ENSG00000207222	0	0	0	0	0	0	0	0	0
ENSG00000251169	0	0	1	3	1	1	0	1	0
ENSG00000240250	0	0	1	1	0	0	0	1	0
ENSG00000280420	0	0	0	0	1	1	0	0	1
ENSG00000043143	447	704	668	845	729	684	1187	544	742
ENSG00000152700	508	618	481	632	644	465	1099	648	507
ENSG00000207459	0	0	0	0	0	0	0	0	0
ENSG00000113615	203	359	322	320	442	346	517	465	335
ENSG00000201298	0	1	1	0	1	0	0	0	0
ENSG00000222266	0	0	0	0	0	0	1	1	0
ENSG00000164615	600	568	493	493	516	571	603	433	479
ENSG00000145833	1037	1460	1490	1476	1350	1232	2280	1569	1396
ENSG00000241179	0	0	0	0	0	0	0	0	2
ENSG00000181904	454	815	797	800	966	972	1151	711	699
ENSG00000270892	0	0	0	0	0	1	0	0	0
ENSG00000113621	552	574	371	537	531	483	999	588	531
ENSG00000132570	111	112	92	178	173	174	265	139	126
ENSG00000279799	22	13	14	14	6	15	23	17	16
ENSG00000244921	2	3	2	2	4	2	2	2	5
ENSG00000249119	2	5	1	2	2	2	1	2	2
ENSG00000248923	6	12	17	13	9	9	13	13	5
ENSG00000247627	5	11	11	8	8	14	18	11	11
ENSG00000198868	0	0	0	0	1	0	2	0	0
ENSG00000263963	0	0	0	0	0	0	0	0	0
ENSG00000249192	1	0	0	0	0	2	0	0	0
ENSG00000152705	14	15	6	20	8	10	14	7	12
ENSG00000069011	718	640	634	892	676	813	1206	791	810
ENSG00000224186	15	29	30	56	31	24	50	36	25
ENSG00000277619	0	1	0	0	0	2	1	0	0
ENSG00000249082	0	0	0	0	0	1	0	1	0
ENSG00000248753	0	0	0	0	0	0	0	1	0
ENSG00000248482	0	0	0	0	0	0	0	0	0
ENSG00000249647	0	0	0	0	1	0	1	0	1
ENSG00000113648	3110	3548	3075	3151	3047	2685	5547	3547	3248
ENSG00000270021	17	8	6	8	15	20	7	6	6
ENSG00000251380	0	0	0	0	0	0	0	0	0
ENSG00000255833	0	0	0	0	0	0	0	0	0
ENSG00000249639	0	0	0	0	0	0	0	2	1
ENSG00000181965	0	0	0	0	0	0	0	0	0
ENSG00000250167	0	0	0	0	0	0	0	0	0
ENSG00000145824	1284	1385	2952	2328	2816	8295	1728	1266	1942
ENSG00000145832	26	57	48	79	93	146	52	46	41
ENSG00000251045	0	0	0	0	1	0	0	1	0
ENSG00000223539	0	1	0	0	0	0	0	2	0
ENSG00000265924	0	0	0	0	0	0	0	0	0
ENSG00000250378	3	3	9	1	2	0	0	0	1
ENSG00000145839	0	0	0	0	0	1	0	0	0
ENSG00000254239	0	0	0	0	0	0	0	2	0
ENSG00000253927	0	0	0	0	0	0	0	0	0
ENSG00000145826	0	0	0	0	0	0	0	0	0
ENSG00000164616	0	0	0	0	0	0	0	0	0
ENSG00000120708	2997	3125	2382	2542	2065	1524	3152	1753	1054
ENSG00000270123	0	0	0	0	0	0	0	0	0
ENSG00000278815	0	0	0	0	0	0	0	0	0
ENSG00000164621	0	0	0	0	2	4	1	4	0
ENSG00000277859	0	0	0	0	0	0	0	0	0
ENSG00000113658	503	807	916	885	815	941	1149	750	846
ENSG00000275646	0	0	0	0	0	0	0	0	0
ENSG00000277524	0	0	0	0	0	0	0	0	0
ENSG00000274934	0	0	0	0	0	0	0	0	0
ENSG00000271824	0	5	1	2	7	6	6	3	3
ENSG00000069018	0	5	1	1	2	2	7	3	4
ENSG00000248211	2	1	1	1	3	0	6	3	2
ENSG00000250947	0	0	0	0	0	0	0	0	0
ENSG00000279240	0	0	0	0	0	0	0	0	0
ENSG00000248351	0	0	0	0	0	0	0	0	0
ENSG00000213568	0	0	0	0	0	0	0	0	0
ENSG00000249803	22	8	14	22	21	17	21	19	9
ENSG00000250284	5	9	8	0	3	4	3	2	1
ENSG00000248616	0	0	0	0	0	0	0	0	0
ENSG00000222285	0	0	0	0	0	0	0	0	0
ENSG00000152377	316	611	672	455	599	553	508	429	514
ENSG00000146021	8	24	17	42	81	81	57	46	44
ENSG00000216009	0	0	0	0	2	0	0	0	0
ENSG00000177733	4038	5206	4180	6009	5456	5051	9263	6128	5526
ENSG00000270697	0	0	0	0	0	0	0	1	0
ENSG00000226306	2	4	1	6	3	10	6	1	1
ENSG00000250159	12	24	15	21	30	20	13	23	11
ENSG00000120729	14	19	13	16	17	13	20	19	9
ENSG00000078795	3	12	11	11	12	14	25	14	11
ENSG00000031003	333	830	377	519	775	297	715	635	255
ENSG00000246323	0	1	0	0	5	0	2	1	1
ENSG00000250260	0	0	0	0	0	0	0	0	0
ENSG00000222924	0	0	0	0	0	0	0	0	0
ENSG00000061492	0	0	0	0	0	0	0	0	0
ENSG00000112981	0	2	1	0	2	0	0	3	0
ENSG00000212460	0	0	0	0	0	0	0	0	0
ENSG00000199880	0	0	0	0	0	0	0	0	0
ENSG00000112983	931	1273	1466	1216	1158	1473	1950	986	1405
ENSG00000112984	1411	1791	2100	2084	2147	2821	3648	1874	3024
ENSG00000094880	354	571	518	757	811	686	1130	690	707
ENSG00000146013	1	3	6	4	1	5	2	3	1
ENSG00000249851	0	1	0	1	0	0	1	0	0
ENSG00000158402	337	354	429	396	457	537	569	285	470
ENSG00000120709	436	1138	849	1052	1240	949	1330	1223	829
ENSG00000249971	0	0	0	0	0	0	0	0	0
ENSG00000120733	556	1187	1197	1294	1443	1461	1865	1296	1398
ENSG00000132563	658	599	494	395	476	593	601	467	426
ENSG00000271196	0	0	0	0	0	0	0	0	0
ENSG00000120738	342	1232	1049	163	453	663	496	1528	842
ENSG00000241458	0	0	0	0	0	0	0	0	0
ENSG00000120705	1496	1805	1307	1812	1618	1177	3551	2215	1487
ENSG00000113013	3501	3941	3072	4657	3738	3187	7508	4477	3742
ENSG00000222937	0	0	0	0	0	0	0	0	0
ENSG00000206989	1	1	0	0	3	1	2	2	0
ENSG00000044115	4034	5830	4517	4932	5085	4941	7748	4999	4544
ENSG00000232174	0	0	0	0	0	0	0	0	0
ENSG00000238745	0	0	0	0	0	0	0	0	0
ENSG00000253404	0	0	0	1	0	0	0	0	0
ENSG00000146006	1	7	8	0	8	1	2	1	2
ENSG00000120725	472	475	258	455	517	407	564	391	329
ENSG00000201532	0	0	0	0	0	0	0	0	0
ENSG00000285956	0	0	0	0	0	0	0	0	0
ENSG00000249593	0	2	5	6	1	1	2	5	1
ENSG00000242683	0	0	0	0	0	0	0	2	0
ENSG00000252533	0	0	0	0	0	0	0	0	0
ENSG00000280987	0	2	2	3	2	3	1	2	4
ENSG00000281398	671	648	521	726	504	475	1101	541	594
ENSG00000252213	0	6	1	1	2	1	2	6	0
ENSG00000200959	3	0	1	0	0	0	4	4	5
ENSG00000015479	42	74	89	57	57	93	118	65	92
ENSG00000199545	1	7	2	1	4	4	6	1	2
ENSG00000253015	0	0	0	1	0	1	1	0	0
ENSG00000120727	702	794	769	819	794	821	1323	884	853
ENSG00000272742	0	0	0	0	0	0	0	0	0
ENSG00000170482	4	3	15	3	9	8	5	2	8
ENSG00000170476	3	7	3	6	3	4	4	1	2
ENSG00000228672	42	87	91	63	72	94	115	77	91
ENSG00000170469	88	115	71	77	92	69	106	95	81
ENSG00000170464	5	15	17	80	130	117	54	33	37
ENSG00000279686	0	0	0	0	0	0	0	0	0
ENSG00000200378	0	0	0	0	0	0	0	0	0
ENSG00000249751	0	1	0	0	0	0	0	0	0
ENSG00000283288	0	0	0	0	0	0	1	1	0
ENSG00000184584	182	325	130	210	255	160	163	123	84
ENSG00000249689	0	0	0	0	0	0	0	0	0
ENSG00000249215	1	0	0	0	0	0	0	0	0
ENSG00000131508	1575	1495	1407	1765	1560	1660	2761	1818	1701
ENSG00000207020	0	0	0	0	0	0	0	0	0
ENSG00000275506	0	1	2	0	1	0	1	1	0
ENSG00000272255	1	0	0	0	1	0	1	0	0
ENSG00000171604	892	989	742	559	635	540	844	770	577
ENSG00000250635	0	4	5	1	0	4	3	1	2
ENSG00000249526	6	9	2	3	2	2	0	2	0
ENSG00000200756	0	0	0	0	0	0	0	0	1
ENSG00000249131	6	2	0	2	2	0	0	0	0
ENSG00000251387	4	0	2	2	0	3	4	1	0
ENSG00000271792	1	0	0	0	0	0	0	0	0
ENSG00000146005	13	27	34	29	34	17	21	20	29
ENSG00000158458	16	50	28	29	35	35	19	21	21
ENSG00000250692	0	0	0	0	0	1	0	0	1
ENSG00000207317	0	0	0	0	0	0	0	0	0
ENSG00000245146	17	21	33	33	31	42	43	34	27
ENSG00000185129	444	606	566	543	609	593	982	630	621
ENSG00000182700	15	25	30	20	46	56	26	28	42
ENSG00000254363	4	7	4	0	2	1	2	0	6
ENSG00000120306	308	349	209	236	275	271	369	311	257
ENSG00000250069	4	0	0	1	0	1	2	0	0
ENSG00000113068	1418	1290	885	1156	987	730	2355	1364	1115
ENSG00000113070	266	541	190	253	177	70	1068	1273	216
ENSG00000253965	0	0	0	0	0	0	1	0	0
ENSG00000113073	0	2	2	1	3	0	8	3	5
ENSG00000249637	20	10	14	20	13	23	25	10	21
ENSG00000222790	0	0	0	0	0	1	0	0	0
ENSG00000131503	65	90	63	49	48	34	67	71	44
ENSG00000254996	31	38	30	29	30	45	58	39	23
ENSG00000200051	0	0	0	0	0	0	0	0	0
ENSG00000213523	731	671	414	478	491	414	889	642	417
ENSG00000243056	2	14	11	7	4	10	15	8	9
ENSG00000113108	106	187	182	169	189	228	270	216	169
ENSG00000283155	0	0	0	0	0	0	0	0	0
ENSG00000283717	0	0	0	0	0	0	0	0	0
ENSG00000176087	1209	1424	1100	1702	1389	1228	2546	1537	1255
ENSG00000283602	0	0	0	0	0	0	1	0	0
ENSG00000200235	0	0	0	0	0	0	0	0	0
ENSG00000251453	0	0	0	0	0	0	0	0	0
ENSG00000240518	0	0	0	0	0	0	0	0	0
ENSG00000170458	2	7	4	1	1	1	3	6	0
ENSG00000131495	679	684	470	588	585	595	897	631	533
ENSG00000113119	126	154	130	156	135	145	243	145	154
ENSG00000113141	2086	2218	1703	1946	2031	2042	2860	1911	1803
ENSG00000284325	0	0	0	0	0	0	0	0	0
ENSG00000120314	552	844	645	673	667	621	1178	800	627
ENSG00000256453	0	0	0	0	0	0	0	0	0
ENSG00000170445	1251	1273	925	1057	966	948	1952	1280	1013
ENSG00000112855	401	420	407	377	361	420	630	357	350
ENSG00000146007	968	922	671	833	771	837	1406	894	789
ENSG00000199990	0	0	0	0	0	0	1	0	0
ENSG00000202111	1	0	0	2	0	0	0	1	0
ENSG00000202515	0	0	1	0	0	3	0	0	0
ENSG00000250515	0	0	0	0	0	0	0	0	0
ENSG00000248106	0	0	0	0	0	0	0	0	0
ENSG00000204970	56	116	96	39	59	32	17	13	8
ENSG00000279726	0	0	0	0	0	1	0	0	2
ENSG00000204969	13	14	38	14	21	25	10	10	10
ENSG00000255408	10	27	39	18	30	23	28	7	11
ENSG00000204967	12	65	71	40	49	56	41	34	28
ENSG00000204965	32	41	45	51	50	23	16	20	19
ENSG00000081842	41	90	78	77	79	88	117	92	61
ENSG00000204963	28	38	45	11	20	20	15	15	22
ENSG00000204962	6	6	5	6	8	1	3	2	0
ENSG00000204961	0	0	5	5	0	4	0	1	1
ENSG00000278907	0	0	0	0	0	0	0	0	0
ENSG00000250120	44	65	67	23	32	26	34	25	19
ENSG00000249504	0	0	0	0	0	0	0	0	0
ENSG00000278946	0	0	0	0	0	0	0	0	0
ENSG00000249158	20	49	55	38	43	59	61	24	40
ENSG00000251664	14	43	26	38	42	32	37	40	32
ENSG00000278915	0	0	0	0	0	0	0	0	0
ENSG00000278901	0	1	0	0	0	2	4	0	0
ENSG00000239389	4	17	15	7	6	6	5	3	7
ENSG00000248383	9	41	33	32	36	28	37	21	22
ENSG00000279028	0	0	0	0	0	0	0	0	0
ENSG00000243232	18	38	35	47	36	35	52	53	44
ENSG00000279047	0	0	0	0	0	0	0	0	0
ENSG00000171815	0	1	1	0	1	2	0	0	0
ENSG00000279558	0	0	0	0	0	0	0	0	0
ENSG00000112852	274	417	288	433	561	536	397	345	268
ENSG00000272154	0	1	3	0	1	4	1	0	1
ENSG00000113205	7	16	20	11	22	21	11	9	9
ENSG00000272108	0	4	8	0	1	8	4	3	4
ENSG00000081818	1	6	7	7	11	26	9	9	12
ENSG00000113209	410	633	549	769	880	884	742	591	580
ENSG00000280029	0	0	1	0	1	0	1	0	0
ENSG00000113211	76	132	104	104	140	109	55	34	45
ENSG00000255622	49	54	50	91	96	119	76	39	56
ENSG00000280336	0	0	2	1	2	0	1	0	0
ENSG00000113212	12	14	4	6	21	24	13	5	13
ENSG00000120322	115	224	218	184	208	248	164	113	133
ENSG00000279472	0	0	0	0	0	0	0	0	0
ENSG00000272674	124	96	95	65	80	118	81	69	57
ENSG00000279068	0	0	0	0	0	2	0	0	1
ENSG00000278936	0	0	0	0	0	0	0	0	0
ENSG00000177839	66	96	81	44	47	35	49	15	39
ENSG00000279375	1	3	2	0	0	3	1	0	0
ENSG00000120324	70	146	122	135	199	195	119	127	129
ENSG00000197479	118	280	218	206	268	356	209	200	227
ENSG00000120328	100	144	163	149	164	161	143	112	99
ENSG00000187372	119	155	159	162	185	206	118	88	87
ENSG00000120327	69	101	113	75	94	109	91	65	82
ENSG00000279983	0	0	0	0	0	0	0	0	0
ENSG00000146001	65	82	59	53	36	52	52	38	34
ENSG00000262096	4	4	3	3	5	7	7	5	4
ENSG00000113248	47	66	53	31	39	57	43	31	41
ENSG00000277795	0	0	0	0	0	0	0	0	0
ENSG00000178913	1218	1562	1455	1022	1136	1125	1840	1311	1295
ENSG00000120329	0	0	0	0	0	1	1	0	0
ENSG00000272070	12	15	19	13	12	20	15	5	8
ENSG00000204956	19	25	24	4	19	14	25	11	17
ENSG00000081853	13	42	44	16	24	26	16	19	13
ENSG00000254245	3	6	6	8	10	10	8	7	15
ENSG00000254221	12	40	34	49	48	31	32	27	27
ENSG00000280026	0	0	0	0	0	0	0	0	0
ENSG00000262576	6	21	17	12	22	28	18	27	18
ENSG00000253910	14	47	40	30	36	26	28	16	25
ENSG00000253485	4	33	22	20	17	26	17	13	16
ENSG00000262209	6	25	23	14	13	14	8	13	11
ENSG00000253731	38	54	53	33	29	53	33	39	27
ENSG00000253537	2	3	8	9	10	8	3	1	5
ENSG00000253953	45	86	108	86	76	99	66	55	55
ENSG00000253767	13	20	18	12	26	31	16	9	15
ENSG00000276547	16	46	41	24	31	22	30	42	20
ENSG00000261934	1	14	23	16	12	18	12	9	12
ENSG00000253305	20	35	28	22	25	23	20	10	12
ENSG00000253846	9	25	20	22	20	14	9	20	17
ENSG00000254122	3	18	17	1	5	15	8	12	5
ENSG00000253873	10	14	15	12	12	12	4	4	5
ENSG00000248449	0	5	5	0	5	0	0	3	1
ENSG00000279855	0	0	0	0	0	0	0	0	0
ENSG00000253159	6	6	7	0	4	1	1	4	0
ENSG00000276545	2	5	1	0	3	1	0	2	0
ENSG00000273557	0	0	0	0	0	0	0	0	0
ENSG00000240184	147	418	361	300	436	374	554	402	409
ENSG00000242020	0	0	2	0	0	0	0	0	0
ENSG00000242419	0	1	4	3	1	6	1	0	0
ENSG00000240764	0	4	6	5	3	2	2	2	2
ENSG00000131504	1687	3001	2532	2930	2989	2596	4263	2955	2346
ENSG00000246422	0	0	1	4	1	3	5	2	2
ENSG00000240974	0	0	1	0	2	0	0	1	0
ENSG00000228737	0	2	0	0	0	0	1	1	0
ENSG00000171720	848	1015	834	939	990	846	1587	1095	939
ENSG00000164620	59	56	59	68	46	54	134	113	85
ENSG00000197948	202	359	339	226	345	377	418	387	330
ENSG00000120318	514	901	982	850	894	963	1256	920	1009
ENSG00000278925	0	0	0	0	1	1	0	0	0
ENSG00000156453	29	55	154	36	73	93	62	69	51
ENSG00000226040	0	0	0	0	0	0	0	0	0
ENSG00000081791	790	1315	1181	978	1187	1097	1389	1129	1118
ENSG00000113555	15	68	29	19	27	22	37	22	15
ENSG00000271871	7	11	1	4	4	3	4	2	5
ENSG00000013561	300	413	314	302	428	333	559	293	330
ENSG00000254099	0	0	2	0	2	3	2	0	2
ENSG00000113552	632	847	681	1074	999	902	1617	971	972
ENSG00000250347	0	1	0	1	0	0	2	0	0
ENSG00000131507	848	1059	815	1021	1051	951	1379	1034	915
ENSG00000280047	5	7	4	5	5	9	11	5	8
ENSG00000187678	0	0	0	1	0	0	1	0	0
ENSG00000277968	0	0	0	0	0	0	0	0	0
ENSG00000274721	0	0	0	0	0	0	0	0	0
ENSG00000231185	0	2	2	0	2	0	0	0	0
ENSG00000225147	0	0	0	0	0	0	0	0	0
ENSG00000113578	159	237	323	119	118	113	442	314	164
ENSG00000261757	0	0	0	0	0	1	0	0	0
ENSG00000236714	2	0	0	0	0	0	0	0	0
ENSG00000145819	164	308	343	232	255	232	469	330	317
ENSG00000226272	0	1	0	0	0	0	0	0	0
ENSG00000285366	0	0	3	1	0	0	0	0	0
ENSG00000230789	0	1	0	0	0	0	0	1	1
ENSG00000113580	433	792	822	697	776	687	1280	822	777
ENSG00000231579	0	0	0	0	0	0	0	0	3
ENSG00000279679	0	0	2	2	1	0	2	0	1
ENSG00000279130	0	0	1	4	3	0	3	2	0
ENSG00000249429	0	0	0	0	0	0	0	0	0
ENSG00000253023	0	0	0	0	0	0	0	0	0
ENSG00000251205	36	45	30	46	33	32	43	23	35
ENSG00000249881	0	0	0	0	0	0	3	0	0
ENSG00000266478	0	0	0	0	0	0	0	0	0
ENSG00000225869	0	0	0	0	0	0	1	1	1
ENSG00000158497	0	0	1	0	0	0	0	0	0
ENSG00000239390	0	0	0	0	0	0	0	0	0
ENSG00000145817	899	1280	854	1017	1291	1000	1621	1153	931
ENSG00000183775	28	86	37	83	110	63	52	29	30
ENSG00000249605	0	1	0	0	0	1	0	0	0
ENSG00000285605	0	0	0	0	0	0	0	0	0
ENSG00000250972	0	0	0	0	0	0	0	0	0
ENSG00000213488	0	0	0	0	0	0	0	0	0
ENSG00000201423	0	0	0	0	0	0	0	0	0
ENSG00000249229	0	0	0	0	0	0	0	0	0
ENSG00000251031	0	0	0	1	1	0	0	1	0
ENSG00000215325	3	0	0	0	0	1	4	2	0
ENSG00000250842	0	1	0	4	0	1	3	2	2
ENSG00000248125	0	1	4	0	1	1	0	2	2
ENSG00000186314	104	138	105	179	189	159	178	147	104
ENSG00000249363	0	5	4	3	2	5	1	0	0
ENSG00000204928	0	0	0	0	0	0	0	0	2
ENSG00000156463	487	955	929	1407	1137	950	1370	892	893
ENSG00000248493	0	0	0	0	0	0	0	0	0
ENSG00000173261	16	18	5	20	21	20	28	18	12
ENSG00000251556	2	10	2	1	8	5	14	9	6
ENSG00000133706	1693	2107	1973	2375	2257	2044	4239	2650	2433
ENSG00000239602	0	0	0	3	0	0	2	0	0
ENSG00000239317	0	1	0	0	0	0	3	2	0
ENSG00000275740	0	0	0	0	1	0	0	0	0
ENSG00000091009	290	421	353	391	369	336	639	458	341
ENSG00000238374	1	0	1	0	1	0	0	0	0
ENSG00000250025	0	0	0	4	0	0	0	0	0
ENSG00000091010	3	9	4	9	6	3	7	5	7
ENSG00000271724	0	0	0	0	0	0	0	0	0
ENSG00000248842	0	0	0	0	0	0	0	0	0
ENSG00000113649	966	1757	1933	2055	2036	1986	3464	2311	2340
ENSG00000277568	0	0	0	0	1	1	0	0	0
ENSG00000173250	0	0	0	0	0	1	0	1	1
ENSG00000250407	0	0	1	0	0	0	6	1	0
ENSG00000156475	64	124	53	125	106	141	81	72	31
ENSG00000280646	0	0	0	0	0	0	0	0	0
ENSG00000241291	0	0	0	0	0	0	0	0	0
ENSG00000248568	2	1	0	0	1	0	0	0	0
ENSG00000249553	0	0	0	0	0	0	0	0	0
ENSG00000250343	2	1	6	0	0	2	2	0	0
ENSG00000169302	69	138	182	94	100	197	73	48	78
ENSG00000113657	1873	2432	3384	2973	2679	3705	3328	2093	2589
ENSG00000272239	0	0	0	1	0	0	0	0	0
ENSG00000280780	2	1	3	3	0	4	2	0	3
ENSG00000176049	138	204	210	106	152	169	74	67	78
ENSG00000164266	0	1	4	0	0	0	1	0	0
ENSG00000249518	0	0	0	0	0	0	0	0	0
ENSG00000164265	3	3	9	0	0	0	2	2	2
ENSG00000178776	181	147	125	39	34	26	100	57	41
ENSG00000248362	2	2	7	2	1	1	6	2	0
ENSG00000251320	5	19	14	4	7	4	18	4	6
ENSG00000250346	0	0	0	0	0	0	0	0	0
ENSG00000133710	32	95	79	66	98	107	57	38	46
ENSG00000196800	0	0	0	0	0	0	0	0	0
ENSG00000178172	1	1	1	1	0	1	1	0	1
ENSG00000249503	0	4	1	0	0	0	0	1	0
ENSG00000248109	0	0	0	1	0	0	1	0	0
ENSG00000214510	1	2	0	1	3	1	0	0	0
ENSG00000247199	5	3	2	4	4	5	1	5	4
ENSG00000249834	0	0	0	0	2	1	0	0	0
ENSG00000145879	0	0	0	1	0	1	0	0	0
ENSG00000204909	0	1	3	0	1	3	1	1	0
ENSG00000283653	0	0	2	0	0	0	0	0	0
ENSG00000145868	235	435	378	310	374	336	516	308	291
ENSG00000274799	1	4	2	0	2	0	2	1	1
ENSG00000251330	2	8	7	8	10	12	16	8	3
ENSG00000164270	0	0	0	0	0	0	0	0	0
ENSG00000253297	0	0	0	0	0	0	0	0	0
ENSG00000169252	74	116	113	82	118	88	150	127	97
ENSG00000169247	51	131	200	124	110	130	108	65	102
ENSG00000272411	0	0	0	1	0	0	1	0	0
ENSG00000251842	0	0	0	0	0	0	0	0	0
ENSG00000207714	0	0	0	0	0	0	0	0	0
ENSG00000250072	2	9	21	4	13	7	8	2	3
ENSG00000200161	0	0	0	0	0	0	0	0	0
ENSG00000173210	239	348	329	261	298	272	309	213	183
ENSG00000248647	0	0	0	0	0	0	2	0	0
ENSG00000253406	0	4	1	0	0	0	0	0	1
ENSG00000157510	354	556	496	462	414	336	931	535	559
ENSG00000285736	0	2	1	1	2	0	0	1	1
ENSG00000164284	482	681	531	555	572	476	781	559	430
ENSG00000253618	2	1	1	0	2	4	0	3	2
ENSG00000145882	182	263	259	447	447	502	458	339	358
ENSG00000127743	11	14	2	42	22	33	15	14	4
ENSG00000253865	4	2	1	5	11	10	8	4	4
ENSG00000249669	2	13	6	7	20	15	6	13	6
ENSG00000275871	0	0	0	0	0	0	0	0	0
ENSG00000284182	0	0	0	0	0	0	0	0	0
ENSG00000276365	0	1	0	0	0	0	0	0	0
ENSG00000113712	1404	2183	2037	2336	2438	2089	3367	2281	2027
ENSG00000230551	179	411	478	250	296	309	423	350	352
ENSG00000241112	3	5	2	6	2	5	9	4	1
ENSG00000183111	16	22	28	26	26	28	21	11	16
ENSG00000222213	0	0	0	0	0	0	0	0	0
ENSG00000221043	0	0	0	0	0	0	0	0	0
ENSG00000242928	0	0	0	0	0	0	0	0	0
ENSG00000155846	72	219	280	257	167	169	230	139	208
ENSG00000199047	0	0	1	0	0	0	0	0	0
ENSG00000132915	70	47	30	47	44	40	35	24	13
ENSG00000251583	0	0	0	0	0	0	0	0	0
ENSG00000200334	0	0	0	0	0	0	0	0	0
ENSG00000155850	619	1058	1334	990	998	1194	1260	767	858
ENSG00000164296	72	87	64	116	102	85	113	69	83
ENSG00000113716	1210	2057	1588	1916	1979	1577	2568	2031	1507
ENSG00000248696	0	0	2	1	3	3	0	2	0
ENSG00000241907	3	5	4	1	6	2	2	5	1
ENSG00000182578	15	17	19	6	15	17	21	6	10
ENSG00000214485	43	41	28	48	47	58	84	34	50
ENSG00000199409	0	0	0	0	0	0	0	0	0
ENSG00000113721	708	1666	1411	1222	1827	1807	1723	1680	1588
ENSG00000113722	0	0	0	0	0	1	0	0	0
ENSG00000011083	0	0	0	0	1	0	0	0	0
ENSG00000070808	10	25	13	16	14	24	55	20	17
ENSG00000183876	939	980	643	1074	1111	994	2129	1373	1102
ENSG00000070814	3008	3615	3438	4233	3645	3443	6315	4019	3834
ENSG00000019582	12	15	10	18	24	9	33	13	7
ENSG00000164587	29181	27132	17705	21683	23690	21815	34022	22832	20392
ENSG00000254333	3	1	3	0	2	4	2	3	0
ENSG00000070614	3748	6969	6313	6125	5988	6052	10885	6838	6065
ENSG00000171992	4157	6871	5736	4565	4863	5867	8667	5467	4732
ENSG00000253852	1	1	4	1	0	1	2	3	3
ENSG00000164591	1	5	2	3	4	1	2	4	4
ENSG00000250309	0	0	0	0	0	0	0	0	0
ENSG00000086589	1113	1526	1115	1286	1467	1198	1892	1243	1045
ENSG00000132912	917	1550	1127	1386	1462	1170	1772	1248	1119
ENSG00000256235	249	337	249	208	233	363	552	335	357
ENSG00000237693	3	2	8	1	5	3	1	0	1
ENSG00000145908	163	342	347	285	308	311	240	199	193
ENSG00000197083	0	0	2	3	0	0	0	0	0
ENSG00000274235	0	0	0	0	0	0	0	0	0
ENSG00000277866	0	0	0	0	0	0	0	0	0
ENSG00000211445	1122	1128	794	931	976	991	1020	625	618
ENSG00000145901	2614	3093	2089	2812	2942	2301	3405	2495	2116
ENSG00000197043	5414	5446	3810	5195	5686	4728	6380	4461	3776
ENSG00000254298	0	0	0	0	0	0	5	1	0
ENSG00000285420	13	16	21	8	9	1	8	10	3
ENSG00000198624	828	1109	834	753	926	886	818	611	531
ENSG00000196743	968	1287	942	1634	1843	1705	1526	1080	1070
ENSG00000186334	2	1	0	2	0	0	0	0	0
ENSG00000186335	0	2	0	1	0	0	0	0	0
ENSG00000270904	0	0	0	0	0	0	0	0	0
ENSG00000253897	0	0	0	1	0	0	0	0	0
ENSG00000253472	0	0	0	0	0	0	0	0	0
ENSG00000271494	0	0	0	0	0	0	0	0	0
ENSG00000123643	238	547	414	514	501	409	803	479	389
ENSG00000200227	0	0	0	0	0	2	0	0	0
ENSG00000086570	8	15	27	11	19	20	17	18	22
ENSG00000271795	6	11	11	4	8	10	8	14	16
ENSG00000276622	0	0	0	0	0	0	0	0	0
ENSG00000260581	0	0	0	0	0	0	0	0	0
ENSG00000113140	21043	22352	21486	24054	25221	28413	41585	27594	25838
ENSG00000249035	3	10	8	5	8	7	9	3	7
ENSG00000222102	0	0	0	0	0	0	0	0	0
ENSG00000272112	4	0	0	1	1	5	1	0	0
ENSG00000177556	1209	1034	717	895	785	718	1494	904	787
ENSG00000253921	0	2	0	0	1	1	3	2	3
ENSG00000213433	5	8	3	11	7	11	11	4	5
ENSG00000275765	43	22	14	27	21	28	48	22	21
ENSG00000145907	4112	5416	4665	5611	5199	4563	8880	5665	5218
ENSG00000145888	0	1	4	0	3	1	0	3	2
ENSG00000270978	0	0	0	0	0	0	1	0	0
ENSG00000222308	0	0	0	0	0	0	0	0	0
ENSG00000254226	0	1	3	4	2	4	0	0	0
ENSG00000132911	0	3	0	1	2	4	0	0	1
